Target Distance: 1233, Step Size: 12
4162: (x,y) = (-679.46, 393.531)
4163: (x,y) = (-667.549, 394.994)
4164: (x,y) = (-657.372, 401.353)
4165: (x,y) = (-653.864, 412.829)
4166: (x,y) = (-663.812, 406.118)
4167: (x,y) = (-663.603, 394.12)
4168: (x,y) = (-656.215, 403.576)
4169: (x,y) = (-644.261, 402.53)
4170: (x,y) = (-650.261, 412.923)
4171: (x,y) = (-659.317, 405.05)
4172: (x,y) = (-653.684, 415.645)
4173: (x,y) = (-665.275, 418.751)
4174: (x,y) = (-660.586, 407.705)
4175: (x,y) = (-664.493, 419.051)
4176: (x,y) = (-662.203, 430.831)
4177: (x,y) = (-663.04, 418.86)
4178: (x,y) = (-656.681, 408.683)
4179: (x,y) = (-668.674, 408.265)
4180: (x,y) = (-677.159, 416.75)
4181: (x,y) = (-675.282, 428.602)
4182: (x,y) = (-684.99, 435.656)
4183: (x,y) = (-675.934, 443.528)
4184: (x,y) = (-673.234, 431.836)
4185: (x,y) = (-667.786, 421.144)
4186: (x,y) = (-675.338, 430.47)
4187: (x,y) = (-674.501, 442.44)
4188: (x,y) = (-672.211, 430.661)
4189: (x,y) = (-672.002, 442.659)
4190: (x,y) = (-660.004, 442.868)
4191: (x,y) = (-654.932, 453.744)
4192: (x,y) = (-646.447, 462.229)
4193: (x,y) = (-638.263, 471.006)
4194: (x,y) = (-630.711, 480.331)
4195: (x,y) = (-628.012, 492.024)
4196: (x,y) = (-637.595, 484.802)
4197: (x,y) = (-632.335, 495.588)
4198: (x,y) = (-639.218, 485.758)
4199: (x,y) = (-642.324, 474.167)
4200: (x,y) = (-654.016, 471.467)
4201: (x,y) = (-658.511, 460.341)
4202: (x,y) = (-648.119, 454.341)
4203: (x,y) = (-649.582, 442.43)
4204: (x,y) = (-661.173, 445.536)
4205: (x,y) = (-649.18, 445.955)
4206: (x,y) = (-642.47, 455.904)
4207: (x,y) = (-630.69, 458.193)
4208: (x,y) = (-625.056, 447.598)
4209: (x,y) = (-633.542, 439.113)
4210: (x,y) = (-622.066, 442.621)
4211: (x,y) = (-622.485, 430.628)
4212: (x,y) = (-619.785, 418.936)
4213: (x,y) = (-631.756, 419.773)
4214: (x,y) = (-628.853, 408.129)
4215: (x,y) = (-639.816, 413.01)
4216: (x,y) = (-631.184, 404.674)
4217: (x,y) = (-619.273, 406.137)
4218: (x,y) = (-614.013, 395.351)
4219: (x,y) = (-625.289, 391.247)
4220: (x,y) = (-623.205, 379.429)
4221: (x,y) = (-634.985, 377.14)
4222: (x,y) = (-645.48, 382.957)
4223: (x,y) = (-644.434, 371.003)
4224: (x,y) = (-638.617, 360.508)
4225: (x,y) = (-645.838, 350.924)
4226: (x,y) = (-654.47, 359.26)
4227: (x,y) = (-666.006, 362.567)
4228: (x,y) = (-670.11, 351.291)
4229: (x,y) = (-671.572, 363.202)
4230: (x,y) = (-659.662, 364.664)
4231: (x,y) = (-650.336, 357.112)
4232: (x,y) = (-662.028, 354.413)
4233: (x,y) = (-672.524, 348.595)
4234: (x,y) = (-667.263, 337.81)
4235: (x,y) = (-657.434, 344.693)
4236: (x,y) = (-669.025, 347.798)
4237: (x,y) = (-660.248, 355.982)
4238: (x,y) = (-670.425, 349.623)
4239: (x,y) = (-661.649, 357.807)
4240: (x,y) = (-668.359, 367.756)
4241: (x,y) = (-674.718, 357.579)
4242: (x,y) = (-667.496, 347.996)
4243: (x,y) = (-661.137, 337.819)
4244: (x,y) = (-661.974, 325.848)
4245: (x,y) = (-663.852, 313.996)
4246: (x,y) = (-665.729, 325.848)
4247: (x,y) = (-677.581, 323.971)
4248: (x,y) = (-685.917, 332.603)
4249: (x,y) = (-677.141, 324.419)
4250: (x,y) = (-685.917, 316.235)
4251: (x,y) = (-674.034, 314.565)
4252: (x,y) = (-679.294, 325.351)
4253: (x,y) = (-677.624, 313.467)
4254: (x,y) = (-670.236, 322.924)
4255: (x,y) = (-658.457, 320.634)
4256: (x,y) = (-647.11, 324.541)
4257: (x,y) = (-659.021, 323.078)
4258: (x,y) = (-648.058, 327.959)
4259: (x,y) = (-642.241, 317.464)
4260: (x,y) = (-634.057, 308.687)
4261: (x,y) = (-644.121, 302.152)
4262: (x,y) = (-632.137, 302.78)
4263: (x,y) = (-629.031, 314.371)
4264: (x,y) = (-621.978, 324.079)
4265: (x,y) = (-632.264, 330.259)
4266: (x,y) = (-639.147, 320.43)
4267: (x,y) = (-648.73, 313.208)
4268: (x,y) = (-639.405, 320.76)
4269: (x,y) = (-640.451, 308.805)
4270: (x,y) = (-628.516, 307.551)
4271: (x,y) = (-629.771, 295.617)
4272: (x,y) = (-619.175, 301.25)
4273: (x,y) = (-615.269, 289.904)
4274: (x,y) = (-620.34, 300.78)
4275: (x,y) = (-625.6, 311.565)
4276: (x,y) = (-633.63, 320.483)
4277: (x,y) = (-644.415, 325.744)
4278: (x,y) = (-634.959, 333.132)
4279: (x,y) = (-646.843, 331.461)
4280: (x,y) = (-657.535, 326.014)
4281: (x,y) = (-654.227, 337.549)
4282: (x,y) = (-642.316, 339.011)
4283: (x,y) = (-651.9, 346.233)
4284: (x,y) = (-662.186, 352.413)
4285: (x,y) = (-659.08, 340.822)
4286: (x,y) = (-670.126, 345.511)
4287: (x,y) = (-673.635, 334.035)
4288: (x,y) = (-667.454, 323.749)
4289: (x,y) = (-667.036, 335.742)
4290: (x,y) = (-678.853, 337.826)
4291: (x,y) = (-687.771, 345.855)
4292: (x,y) = (-685.687, 334.038)
4293: (x,y) = (-673.949, 336.533)
4294: (x,y) = (-675.412, 324.622)
4295: (x,y) = (-665.126, 330.803)
4296: (x,y) = (-653.128, 330.593)
4297: (x,y) = (-643.672, 337.981)
4298: (x,y) = (-650.031, 348.158)
4299: (x,y) = (-646.723, 359.693)
4300: (x,y) = (-658.069, 363.6)
4301: (x,y) = (-669.032, 358.719)
4302: (x,y) = (-657.619, 362.427)
4303: (x,y) = (-669.573, 363.473)
4304: (x,y) = (-659.181, 357.473)
4305: (x,y) = (-650.263, 365.502)
4306: (x,y) = (-643.21, 355.794)
4307: (x,y) = (-644.672, 343.884)
4308: (x,y) = (-639.224, 333.192)
4309: (x,y) = (-633.044, 322.906)
4310: (x,y) = (-635.128, 334.723)
4311: (x,y) = (-623.537, 337.829)
4312: (x,y) = (-633.366, 344.712)
4313: (x,y) = (-623.19, 351.071)
4314: (x,y) = (-630.578, 341.615)
4315: (x,y) = (-632.662, 329.797)
4316: (x,y) = (-622.832, 336.68)
4317: (x,y) = (-613.376, 344.068)
4318: (x,y) = (-625.286, 345.531)
4319: (x,y) = (-629.39, 356.807)
4320: (x,y) = (-620.065, 349.255)
4321: (x,y) = (-631.844, 346.965)
4322: (x,y) = (-624.961, 356.795)
4323: (x,y) = (-615.013, 363.505)
4324: (x,y) = (-607.791, 373.089)
4325: (x,y) = (-603.687, 384.365)
4326: (x,y) = (-595.973, 393.558)
4327: (x,y) = (-602.856, 403.388)
4328: (x,y) = (-603.066, 415.386)
4329: (x,y) = (-600.571, 403.648)
4330: (x,y) = (-598.076, 415.386)
4331: (x,y) = (-596.613, 403.475)
4332: (x,y) = (-606.677, 396.94)
4333: (x,y) = (-594.707, 397.777)
4334: (x,y) = (-602.579, 406.833)
4335: (x,y) = (-614.397, 408.917)
4336: (x,y) = (-618.501, 420.193)
4337: (x,y) = (-607.539, 415.313)
4338: (x,y) = (-605.249, 427.092)
4339: (x,y) = (-616.125, 422.021)
4340: (x,y) = (-623.677, 431.346)
4341: (x,y) = (-614.484, 423.633)
4342: (x,y) = (-619.365, 412.67)
4343: (x,y) = (-612.655, 422.619)
4344: (x,y) = (-620.527, 431.675)
4345: (x,y) = (-620.737, 419.677)
4346: (x,y) = (-632.516, 421.967)
4347: (x,y) = (-629.008, 410.491)
4348: (x,y) = (-640.42, 406.783)
4349: (x,y) = (-628.422, 406.574)
4350: (x,y) = (-625.115, 418.109)
4351: (x,y) = (-632.987, 409.052)
4352: (x,y) = (-644.68, 411.752)
4353: (x,y) = (-651.902, 421.335)
4354: (x,y) = (-639.967, 422.59)
4355: (x,y) = (-628.033, 421.335)
4356: (x,y) = (-627.196, 409.364)
4357: (x,y) = (-636.252, 417.237)
4358: (x,y) = (-624.976, 421.341)
4359: (x,y) = (-628.485, 432.817)
4360: (x,y) = (-628.903, 420.824)
4361: (x,y) = (-621.85, 411.116)
4362: (x,y) = (-614.137, 401.924)
4363: (x,y) = (-606.423, 411.116)
4364: (x,y) = (-607.26, 399.145)
4365: (x,y) = (-600.55, 409.094)
4366: (x,y) = (-603.045, 420.832)
4367: (x,y) = (-602.626, 432.824)
4368: (x,y) = (-608.626, 443.217)
4369: (x,y) = (-602.626, 432.824)
4370: (x,y) = (-614.478, 434.702)
4371: (x,y) = (-617.381, 446.345)
4372: (x,y) = (-624.092, 456.294)
4373: (x,y) = (-627.197, 467.885)
4374: (x,y) = (-616.505, 473.333)
4375: (x,y) = (-628.149, 476.236)
4376: (x,y) = (-640.001, 474.358)
4377: (x,y) = (-644.105, 463.082)
4378: (x,y) = (-643.06, 451.128)
4379: (x,y) = (-654.797, 453.623)
4380: (x,y) = (-642.863, 454.877)
4381: (x,y) = (-653.555, 460.325)
4382: (x,y) = (-664.601, 465.014)
4383: (x,y) = (-653.325, 460.909)
4384: (x,y) = (-663.82, 466.727)
4385: (x,y) = (-656.937, 456.897)
4386: (x,y) = (-664.489, 466.223)
4387: (x,y) = (-652.846, 463.32)
4388: (x,y) = (-664.258, 459.612)
4389: (x,y) = (-671.312, 449.904)
4390: (x,y) = (-663.128, 458.68)
4391: (x,y) = (-663.756, 446.696)
4392: (x,y) = (-659.849, 435.35)
4393: (x,y) = (-649.901, 428.64)
4394: (x,y) = (-653.409, 440.115)
4395: (x,y) = (-645.696, 449.308)
4396: (x,y) = (-640.248, 460)
4397: (x,y) = (-631.912, 451.368)
4398: (x,y) = (-620.499, 455.076)
4399: (x,y) = (-613.446, 445.368)
4400: (x,y) = (-620.834, 435.912)
4401: (x,y) = (-631.619, 430.651)
4402: (x,y) = (-622.036, 437.873)
4403: (x,y) = (-628.036, 448.265)
4404: (x,y) = (-626.573, 460.176)
4405: (x,y) = (-636.403, 467.059)
4406: (x,y) = (-624.665, 469.554)
4407: (x,y) = (-613.539, 465.059)
4408: (x,y) = (-624.231, 459.611)
4409: (x,y) = (-634.18, 452.9)
4410: (x,y) = (-631.48, 464.593)
4411: (x,y) = (-643.218, 462.098)
4412: (x,y) = (-635.996, 452.514)
4413: (x,y) = (-626.288, 459.568)
4414: (x,y) = (-618.736, 450.242)
4415: (x,y) = (-606.918, 452.326)
4416: (x,y) = (-603.41, 463.801)
4417: (x,y) = (-612.736, 471.353)
4418: (x,y) = (-611.273, 459.443)
4419: (x,y) = (-599.581, 456.743)
4420: (x,y) = (-611.552, 457.58)
4421: (x,y) = (-615.26, 446.168)
4422: (x,y) = (-607.23, 437.25)
4423: (x,y) = (-595.954, 433.146)
4424: (x,y) = (-607.772, 435.229)
4425: (x,y) = (-609.649, 423.377)
4426: (x,y) = (-604.96, 412.331)
4427: (x,y) = (-616.843, 410.661)
4428: (x,y) = (-623.897, 420.369)
4429: (x,y) = (-628.392, 409.243)
4430: (x,y) = (-624.684, 397.83)
4431: (x,y) = (-623.014, 385.947)
4432: (x,y) = (-634.968, 386.993)
4433: (x,y) = (-627.915, 396.701)
4434: (x,y) = (-620.201, 387.509)
4435: (x,y) = (-609.606, 393.142)
4436: (x,y) = (-620.568, 388.262)
4437: (x,y) = (-626.386, 398.757)
4438: (x,y) = (-614.795, 395.651)
4439: (x,y) = (-604.965, 402.534)
4440: (x,y) = (-601.058, 391.188)
4441: (x,y) = (-610.115, 399.061)
4442: (x,y) = (-606.407, 387.648)
4443: (x,y) = (-606.407, 375.648)
4444: (x,y) = (-618.259, 373.771)
4445: (x,y) = (-629.462, 378.071)
4446: (x,y) = (-618.336, 373.576)
4447: (x,y) = (-609.01, 381.128)
4448: (x,y) = (-599.061, 374.417)
4449: (x,y) = (-609.347, 368.237)
4450: (x,y) = (-606.444, 379.88)
4451: (x,y) = (-597.812, 371.544)
4452: (x,y) = (-601.916, 360.268)
4453: (x,y) = (-590.504, 363.976)
4454: (x,y) = (-599.96, 356.588)
4455: (x,y) = (-608.736, 348.404)
4456: (x,y) = (-611.436, 360.097)
4457: (x,y) = (-617.616, 370.383)
4458: (x,y) = (-607.786, 377.266)
4459: (x,y) = (-596.824, 382.147)
4460: (x,y) = (-600.131, 370.612)
4461: (x,y) = (-590.548, 363.39)
4462: (x,y) = (-600.256, 370.443)
4463: (x,y) = (-588.263, 370.024)
4464: (x,y) = (-588.891, 358.041)
4465: (x,y) = (-589.31, 346.048)
4466: (x,y) = (-580.534, 337.864)
4467: (x,y) = (-569.938, 332.231)
4468: (x,y) = (-557.938, 332.231)
4469: (x,y) = (-546.592, 328.324)
4470: (x,y) = (-537.536, 336.196)
4471: (x,y) = (-528.21, 328.645)
4472: (x,y) = (-516.864, 332.551)
4473: (x,y) = (-514.574, 344.331)
4474: (x,y) = (-507.352, 334.747)
4475: (x,y) = (-498.867, 326.262)
4476: (x,y) = (-510.343, 322.754)
4477: (x,y) = (-520.519, 316.394)
4478: (x,y) = (-509.393, 320.89)
4479: (x,y) = (-500.761, 312.554)
4480: (x,y) = (-492.129, 320.89)
4481: (x,y) = (-493.799, 332.773)
4482: (x,y) = (-481.806, 332.354)
4483: (x,y) = (-492.682, 327.283)
4484: (x,y) = (-499.218, 337.347)
4485: (x,y) = (-492.335, 327.517)
4486: (x,y) = (-503.926, 324.411)
4487: (x,y) = (-492.282, 321.508)
4488: (x,y) = (-502.878, 327.142)
4489: (x,y) = (-490.994, 328.812)
4490: (x,y) = (-485.177, 339.307)
4491: (x,y) = (-497.131, 340.353)
4492: (x,y) = (-489.258, 331.297)
4493: (x,y) = (-501.111, 333.174)
4494: (x,y) = (-508.332, 323.59)
4495: (x,y) = (-497.206, 319.095)
4496: (x,y) = (-492.517, 308.049)
4497: (x,y) = (-487.446, 297.173)
4498: (x,y) = (-494.156, 287.225)
4499: (x,y) = (-490.448, 298.637)
4500: (x,y) = (-490.029, 310.63)
4501: (x,y) = (-491.075, 298.676)
4502: (x,y) = (-500.268, 290.962)
4503: (x,y) = (-499.013, 279.028)
4504: (x,y) = (-494.325, 267.982)
4505: (x,y) = (-505.287, 272.863)
4506: (x,y) = (-494.241, 277.552)
4507: (x,y) = (-505.117, 272.48)
4508: (x,y) = (-516.32, 268.18)
4509: (x,y) = (-523.872, 277.506)
4510: (x,y) = (-534.264, 283.506)
4511: (x,y) = (-546.002, 281.011)
4512: (x,y) = (-537.37, 289.346)
4513: (x,y) = (-548.905, 292.654)
4514: (x,y) = (-548.068, 280.683)
4515: (x,y) = (-543.187, 269.721)
4516: (x,y) = (-545.476, 257.941)
4517: (x,y) = (-533.739, 260.436)
4518: (x,y) = (-539.187, 249.744)
4519: (x,y) = (-547.819, 241.408)
4520: (x,y) = (-555.691, 232.352)
4521: (x,y) = (-554.229, 244.262)
4522: (x,y) = (-561.112, 254.092)
4523: (x,y) = (-572.804, 256.792)
4524: (x,y) = (-584.788, 257.42)
4525: (x,y) = (-577.905, 267.249)
4526: (x,y) = (-570.353, 276.575)
4527: (x,y) = (-582.324, 275.738)
4528: (x,y) = (-580.654, 263.855)
4529: (x,y) = (-568.743, 262.392)
4530: (x,y) = (-557.208, 259.085)
4531: (x,y) = (-555.331, 270.937)
4532: (x,y) = (-547.617, 280.13)
4533: (x,y) = (-535.88, 282.625)
4534: (x,y) = (-546.056, 288.984)
4535: (x,y) = (-556.12, 282.448)
4536: (x,y) = (-547.936, 291.224)
4537: (x,y) = (-556.568, 282.888)
4538: (x,y) = (-568.044, 286.397)
4539: (x,y) = (-578.83, 281.136)
4540: (x,y) = (-582.338, 292.612)
4541: (x,y) = (-588.156, 303.107)
4542: (x,y) = (-576.201, 304.153)
4543: (x,y) = (-579.91, 292.74)
4544: (x,y) = (-581.372, 280.83)
4545: (x,y) = (-590.956, 288.052)
4546: (x,y) = (-602.735, 290.341)
4547: (x,y) = (-614.473, 292.836)
4548: (x,y) = (-609.592, 303.799)
4549: (x,y) = (-607.922, 315.682)
4550: (x,y) = (-598.338, 308.46)
4551: (x,y) = (-598.338, 296.46)
4552: (x,y) = (-601.038, 308.153)
4553: (x,y) = (-609.374, 299.521)
4554: (x,y) = (-616.762, 308.977)
4555: (x,y) = (-620.668, 297.631)
4556: (x,y) = (-627.379, 307.579)
4557: (x,y) = (-633.559, 317.865)
4558: (x,y) = (-642.191, 326.201)
4559: (x,y) = (-632.361, 333.084)
4560: (x,y) = (-629.458, 344.727)
4561: (x,y) = (-621.429, 353.645)
4562: (x,y) = (-609.736, 350.946)
4563: (x,y) = (-608.899, 362.917)
4564: (x,y) = (-617.531, 354.581)
4565: (x,y) = (-615.861, 342.697)
4566: (x,y) = (-620.162, 353.9)
4567: (x,y) = (-620.79, 341.917)
4568: (x,y) = (-626.607, 331.421)
4569: (x,y) = (-638.199, 328.316)
4570: (x,y) = (-648.028, 335.198)
4571: (x,y) = (-659.963, 336.453)
4572: (x,y) = (-671.166, 332.152)
4573: (x,y) = (-664.807, 321.976)
4574: (x,y) = (-664.179, 309.992)
4575: (x,y) = (-675.822, 312.895)
4576: (x,y) = (-683.695, 321.952)
4577: (x,y) = (-694.657, 317.071)
4578: (x,y) = (-706.51, 318.948)
4579: (x,y) = (-706.51, 330.948)
4580: (x,y) = (-704.426, 342.766)
4581: (x,y) = (-703.589, 330.795)
4582: (x,y) = (-693.093, 324.977)
4583: (x,y) = (-681.681, 321.269)
4584: (x,y) = (-688.391, 331.218)
4585: (x,y) = (-681.169, 340.801)
4586: (x,y) = (-679.292, 352.654)
4587: (x,y) = (-678.873, 340.661)
4588: (x,y) = (-683.368, 351.787)
4589: (x,y) = (-679.462, 363.133)
4590: (x,y) = (-688.518, 355.261)
4591: (x,y) = (-700.256, 352.766)
4592: (x,y) = (-707.808, 362.091)
4593: (x,y) = (-713.256, 372.783)
4594: (x,y) = (-708.955, 383.986)
4595: (x,y) = (-720.735, 381.697)
4596: (x,y) = (-725.23, 370.571)
4597: (x,y) = (-731.411, 360.285)
4598: (x,y) = (-720.718, 354.837)
4599: (x,y) = (-709.672, 359.525)
4600: (x,y) = (-715.12, 348.833)
4601: (x,y) = (-712.831, 360.613)
4602: (x,y) = (-721.748, 352.583)
4603: (x,y) = (-711.253, 346.766)
4604: (x,y) = (-713.543, 358.545)
4605: (x,y) = (-707.184, 348.369)
4606: (x,y) = (-714.897, 357.561)
4607: (x,y) = (-726.173, 361.665)
4608: (x,y) = (-715.388, 366.926)
4609: (x,y) = (-720.836, 356.234)
4610: (x,y) = (-732.039, 360.534)
4611: (x,y) = (-723.262, 352.35)
4612: (x,y) = (-732.588, 359.902)
4613: (x,y) = (-736.097, 348.426)
4614: (x,y) = (-740.977, 359.389)
4615: (x,y) = (-743.677, 371.081)
4616: (x,y) = (-747.584, 382.428)
4617: (x,y) = (-738, 375.206)
4618: (x,y) = (-745.053, 384.914)
4619: (x,y) = (-747.957, 396.557)
4620: (x,y) = (-754.839, 406.387)
4621: (x,y) = (-764.296, 398.999)
4622: (x,y) = (-752.603, 401.699)
4623: (x,y) = (-744.574, 410.617)
4624: (x,y) = (-733.227, 414.523)
4625: (x,y) = (-724.171, 406.651)
4626: (x,y) = (-735.762, 409.756)
4627: (x,y) = (-738.052, 421.536)
4628: (x,y) = (-749.014, 426.417)
4629: (x,y) = (-741.961, 436.125)
4630: (x,y) = (-741.751, 424.127)
4631: (x,y) = (-735.216, 414.063)
4632: (x,y) = (-723.398, 411.979)
4633: (x,y) = (-713.006, 405.979)
4634: (x,y) = (-705.618, 415.435)
4635: (x,y) = (-717.572, 416.481)
4636: (x,y) = (-729.216, 419.384)
4637: (x,y) = (-718.823, 425.384)
4638: (x,y) = (-727.6, 433.568)
4639: (x,y) = (-733.233, 422.973)
4640: (x,y) = (-744.019, 428.233)
4641: (x,y) = (-752.203, 419.457)
4642: (x,y) = (-760.387, 428.233)
4643: (x,y) = (-751.194, 435.947)
4644: (x,y) = (-758.746, 445.272)
4645: (x,y) = (-752.928, 434.777)
4646: (x,y) = (-764.912, 435.405)
4647: (x,y) = (-766.374, 447.316)
4648: (x,y) = (-774.088, 456.508)
4649: (x,y) = (-769.984, 467.784)
4650: (x,y) = (-781.186, 472.085)
4651: (x,y) = (-775.553, 461.489)
4652: (x,y) = (-787.551, 461.699)
4653: (x,y) = (-778.633, 469.728)
4654: (x,y) = (-787.69, 461.856)
4655: (x,y) = (-794.4, 451.907)
4656: (x,y) = (-798.108, 440.495)
4657: (x,y) = (-804.108, 450.887)
4658: (x,y) = (-792.138, 450.05)
4659: (x,y) = (-798.318, 439.764)
4660: (x,y) = (-788.488, 446.647)
4661: (x,y) = (-796.518, 455.564)
4662: (x,y) = (-787.886, 463.9)
4663: (x,y) = (-780.334, 454.575)
4664: (x,y) = (-768.334, 454.575)
4665: (x,y) = (-757.208, 459.07)
4666: (x,y) = (-766.264, 466.943)
4667: (x,y) = (-770.565, 455.74)
4668: (x,y) = (-765.876, 466.786)
4669: (x,y) = (-753.965, 468.248)
4670: (x,y) = (-754.802, 480.219)
4671: (x,y) = (-763.138, 471.587)
4672: (x,y) = (-769.674, 461.523)
4673: (x,y) = (-781.087, 457.815)
4674: (x,y) = (-787.267, 447.529)
4675: (x,y) = (-798.858, 444.423)
4676: (x,y) = (-791.306, 435.097)
4677: (x,y) = (-798.017, 425.149)
4678: (x,y) = (-804.197, 414.862)
4679: (x,y) = (-792.851, 410.956)
4680: (x,y) = (-788.355, 422.082)
4681: (x,y) = (-795.066, 412.133)
4682: (x,y) = (-805.13, 405.598)
4683: (x,y) = (-795.181, 398.887)
4684: (x,y) = (-784.686, 393.07)
4685: (x,y) = (-773.64, 397.759)
4686: (x,y) = (-768.379, 408.544)
4687: (x,y) = (-777.572, 416.257)
4688: (x,y) = (-779.449, 428.11)
4689: (x,y) = (-787.785, 436.742)
4690: (x,y) = (-789.455, 448.625)
4691: (x,y) = (-780.679, 440.441)
4692: (x,y) = (-768.941, 437.946)
4693: (x,y) = (-764.06, 448.909)
4694: (x,y) = (-759.76, 460.112)
4695: (x,y) = (-767.312, 469.437)
4696: (x,y) = (-763.011, 458.234)
4697: (x,y) = (-767.7, 469.28)
4698: (x,y) = (-757.752, 475.991)
4699: (x,y) = (-747.803, 482.701)
4700: (x,y) = (-752.684, 471.739)
4701: (x,y) = (-748.777, 460.392)
4702: (x,y) = (-748.358, 472.385)
4703: (x,y) = (-754.717, 482.562)
4704: (x,y) = (-765.844, 478.066)
4705: (x,y) = (-763.349, 466.329)
4706: (x,y) = (-751.356, 466.747)
4707: (x,y) = (-743.643, 457.555)
4708: (x,y) = (-745.105, 445.644)
4709: (x,y) = (-754.689, 452.866)
4710: (x,y) = (-743.342, 448.959)
4711: (x,y) = (-740.847, 437.221)
4712: (x,y) = (-734.312, 447.286)
4713: (x,y) = (-722.319, 446.867)
4714: (x,y) = (-718.611, 458.279)
4715: (x,y) = (-707.408, 462.58)
4716: (x,y) = (-698.923, 454.095)
4717: (x,y) = (-710.893, 454.932)
4718: (x,y) = (-721.07, 461.291)
4719: (x,y) = (-709.136, 462.545)
4720: (x,y) = (-718.719, 469.767)
4721: (x,y) = (-706.736, 470.395)
4722: (x,y) = (-704.241, 482.133)
4723: (x,y) = (-692.243, 481.923)
4724: (x,y) = (-702.073, 488.806)
4725: (x,y) = (-695.019, 498.514)
4726: (x,y) = (-683.026, 498.933)
4727: (x,y) = (-672.151, 504.004)
4728: (x,y) = (-660.371, 501.715)
4729: (x,y) = (-671.334, 496.834)
4730: (x,y) = (-677.693, 507.01)
4731: (x,y) = (-671.157, 517.075)
4732: (x,y) = (-668.662, 528.812)
4733: (x,y) = (-675.373, 538.761)
4734: (x,y) = (-685.968, 544.394)
4735: (x,y) = (-685.758, 556.393)
4736: (x,y) = (-697.713, 555.347)
4737: (x,y) = (-687.536, 548.988)
4738: (x,y) = (-698.228, 554.436)
4739: (x,y) = (-706.564, 545.803)
4740: (x,y) = (-695.602, 540.923)
4741: (x,y) = (-683.609, 540.504)
4742: (x,y) = (-685.279, 552.387)
4743: (x,y) = (-689.774, 541.261)
4744: (x,y) = (-683.594, 551.547)
4745: (x,y) = (-684.013, 563.54)
4746: (x,y) = (-672.102, 565.002)
4747: (x,y) = (-675.41, 553.467)
4748: (x,y) = (-682.12, 543.518)
4749: (x,y) = (-671.834, 549.699)
4750: (x,y) = (-666.386, 539.007)
4751: (x,y) = (-668.47, 527.189)
4752: (x,y) = (-670.14, 539.072)
4753: (x,y) = (-678.17, 547.99)
4754: (x,y) = (-666.634, 551.298)
4755: (x,y) = (-659.581, 561.006)
4756: (x,y) = (-649.295, 554.825)
4757: (x,y) = (-659.89, 549.192)
4758: (x,y) = (-667.604, 558.384)
4759: (x,y) = (-659.42, 567.161)
4760: (x,y) = (-660.674, 555.226)
4761: (x,y) = (-649.889, 549.966)
4762: (x,y) = (-660.175, 543.785)
4763: (x,y) = (-667.228, 553.494)
4764: (x,y) = (-661.048, 563.78)
4765: (x,y) = (-657.339, 575.192)
4766: (x,y) = (-657.549, 563.194)
4767: (x,y) = (-658.803, 575.128)
4768: (x,y) = (-670.496, 572.429)
4769: (x,y) = (-674.991, 561.303)
4770: (x,y) = (-681.171, 571.589)
4771: (x,y) = (-692.815, 574.492)
4772: (x,y) = (-704.594, 576.782)
4773: (x,y) = (-694.308, 582.962)
4774: (x,y) = (-704.804, 588.78)
4775: (x,y) = (-696.774, 597.697)
4776: (x,y) = (-699.474, 586.005)
4777: (x,y) = (-708.53, 578.132)
4778: (x,y) = (-703.841, 589.178)
4779: (x,y) = (-710.022, 599.464)
4780: (x,y) = (-713.128, 587.873)
4781: (x,y) = (-719.487, 598.05)
4782: (x,y) = (-715.779, 586.637)
4783: (x,y) = (-711.478, 597.84)
4784: (x,y) = (-718.361, 588.01)
4785: (x,y) = (-708.653, 580.957)
4786: (x,y) = (-711.759, 592.548)
4787: (x,y) = (-719.311, 601.874)
4788: (x,y) = (-708.715, 607.507)
4789: (x,y) = (-720.708, 607.926)
4790: (x,y) = (-708.774, 609.181)
4791: (x,y) = (-705.668, 620.772)
4792: (x,y) = (-695.172, 614.954)
4793: (x,y) = (-696.218, 603)
4794: (x,y) = (-706.395, 596.641)
4795: (x,y) = (-695.609, 601.901)
4796: (x,y) = (-683.917, 604.6)
4797: (x,y) = (-685.794, 592.748)
4798: (x,y) = (-673.794, 592.748)
4799: (x,y) = (-672.124, 580.865)
4800: (x,y) = (-669.221, 592.508)
4801: (x,y) = (-662.862, 602.685)
4802: (x,y) = (-674.772, 604.147)
4803: (x,y) = (-666.437, 595.515)
4804: (x,y) = (-678.407, 596.352)
4805: (x,y) = (-667.061, 600.259)
4806: (x,y) = (-655.09, 601.096)
4807: (x,y) = (-643.499, 597.991)
4808: (x,y) = (-633.107, 591.991)
4809: (x,y) = (-644.698, 588.885)
4810: (x,y) = (-635.922, 597.069)
4811: (x,y) = (-643.144, 606.652)
4812: (x,y) = (-653.536, 600.652)
4813: (x,y) = (-664.949, 604.361)
4814: (x,y) = (-676.151, 600.06)
4815: (x,y) = (-687.795, 597.157)
4816: (x,y) = (-676.669, 592.662)
4817: (x,y) = (-671.788, 603.624)
4818: (x,y) = (-662.462, 596.072)
4819: (x,y) = (-668.28, 585.577)
4820: (x,y) = (-678.672, 579.577)
4821: (x,y) = (-688.128, 572.189)
4822: (x,y) = (-700.039, 573.652)
4823: (x,y) = (-710.103, 580.187)
4824: (x,y) = (-700.273, 573.304)
4825: (x,y) = (-712.184, 571.842)
4826: (x,y) = (-723.775, 574.948)
4827: (x,y) = (-722.729, 562.993)
