Target Distance: 123, Step Size: 21
1918: (x,y) = (-1658.77, 8401.98)
1919: (x,y) = (-1593.59, 8506.29)
1920: (x,y) = (-1674.28, 8599.12)
1921: (x,y) = (-1708.19, 8480.89)
1922: (x,y) = (-1699.61, 8603.59)
1923: (x,y) = (-1598.85, 8674.14)
1924: (x,y) = (-1562.89, 8791.76)
1925: (x,y) = (-1651.37, 8877.21)
1926: (x,y) = (-1676.94, 8756.89)
1927: (x,y) = (-1661.95, 8878.98)
1928: (x,y) = (-1780.76, 8910.81)
1929: (x,y) = (-1692.28, 8996.26)
1930: (x,y) = (-1675.16, 8874.45)
1931: (x,y) = (-1787.53, 8924.48)
1932: (x,y) = (-1847.16, 9032.06)
1933: (x,y) = (-1799.1, 9145.28)
1934: (x,y) = (-1684.27, 9101.2)
1935: (x,y) = (-1763.33, 9195.43)
1936: (x,y) = (-1885.42, 9210.42)
1937: (x,y) = (-2008.4, 9212.56)
1938: (x,y) = (-2075.39, 9109.41)
1939: (x,y) = (-1952.39, 9109.41)
1940: (x,y) = (-2075.09, 9117.99)
1941: (x,y) = (-2098.56, 8997.25)
1942: (x,y) = (-1990.98, 8937.61)
1943: (x,y) = (-2110.83, 8965.28)
1944: (x,y) = (-2134.3, 9086.02)
1945: (x,y) = (-2011.97, 9098.88)
1946: (x,y) = (-1936.24, 9001.96)
1947: (x,y) = (-1872.89, 9107.39)
1948: (x,y) = (-1906.8, 8989.15)
1949: (x,y) = (-1958.78, 9100.63)
1950: (x,y) = (-1835.95, 9107.06)
1951: (x,y) = (-1765.4, 9006.31)
1952: (x,y) = (-1773.98, 8883.61)
1953: (x,y) = (-1842.76, 8985.58)
1954: (x,y) = (-1754.28, 8900.14)
1955: (x,y) = (-1633.15, 8878.78)
1956: (x,y) = (-1559.13, 8780.55)
1957: (x,y) = (-1657.36, 8854.57)
1958: (x,y) = (-1780.19, 8848.13)
1959: (x,y) = (-1902.52, 8835.28)
1960: (x,y) = (-1805.59, 8911)
1961: (x,y) = (-1740.41, 9015.31)
1962: (x,y) = (-1617.58, 9008.87)
1963: (x,y) = (-1669.56, 8897.4)
1964: (x,y) = (-1617.58, 9008.87)
1965: (x,y) = (-1696.64, 9103.1)
1966: (x,y) = (-1785.12, 9188.54)
1967: (x,y) = (-1763.76, 9067.41)
1968: (x,y) = (-1640.76, 9067.41)
1969: (x,y) = (-1692.74, 8955.93)
1970: (x,y) = (-1654.73, 8838.95)
1971: (x,y) = (-1543.26, 8786.97)
1972: (x,y) = (-1651.86, 8844.72)
1973: (x,y) = (-1744.69, 8764.02)
1974: (x,y) = (-1840.28, 8686.61)
1975: (x,y) = (-1896.12, 8796.21)
1976: (x,y) = (-2010.95, 8840.29)
1977: (x,y) = (-1892.72, 8806.38)
1978: (x,y) = (-1794.48, 8880.41)
1979: (x,y) = (-1691.33, 8947.4)
1980: (x,y) = (-1659.49, 9066.21)
1981: (x,y) = (-1703.57, 9181.04)
1982: (x,y) = (-1733.33, 9061.69)
1983: (x,y) = (-1853.17, 9089.36)
1984: (x,y) = (-1937.06, 8999.4)
1985: (x,y) = (-1924.2, 9121.73)
1986: (x,y) = (-1896.53, 9241.58)
1987: (x,y) = (-1896.53, 9364.58)
1988: (x,y) = (-1852.46, 9249.75)
1989: (x,y) = (-1730.65, 9266.87)
1990: (x,y) = (-1669.15, 9160.34)
1991: (x,y) = (-1602.16, 9263.5)
1992: (x,y) = (-1572.41, 9144.15)
1993: (x,y) = (-1464.83, 9084.52)
1994: (x,y) = (-1443.47, 8963.39)
1995: (x,y) = (-1405.46, 9080.37)
1996: (x,y) = (-1407.61, 9203.35)
1997: (x,y) = (-1447.65, 9319.65)
1998: (x,y) = (-1352.06, 9397.06)
1999: (x,y) = (-1328.59, 9276.32)
2000: (x,y) = (-1451.29, 9284.9)
2001: (x,y) = (-1555.6, 9219.72)
2002: (x,y) = (-1653.83, 9145.69)
2003: (x,y) = (-1653.83, 9268.69)
2004: (x,y) = (-1531.3, 9257.97)
2005: (x,y) = (-1435.71, 9335.38)
2006: (x,y) = (-1463.38, 9455.23)
2007: (x,y) = (-1341.58, 9472.35)
2008: (x,y) = (-1462.71, 9493.71)
2009: (x,y) = (-1347.88, 9449.63)
2010: (x,y) = (-1389.95, 9565.21)
2011: (x,y) = (-1290.44, 9492.91)
2012: (x,y) = (-1393.6, 9425.92)
2013: (x,y) = (-1278.01, 9467.99)
2014: (x,y) = (-1161.72, 9508.03)
2015: (x,y) = (-1280.52, 9539.87)
2016: (x,y) = (-1345.7, 9435.56)
2017: (x,y) = (-1442.63, 9511.28)
2018: (x,y) = (-1319.65, 9513.43)
2019: (x,y) = (-1439.5, 9541.1)
2020: (x,y) = (-1407.66, 9659.91)
2021: (x,y) = (-1501.89, 9580.85)
2022: (x,y) = (-1563.39, 9687.37)
2023: (x,y) = (-1442.25, 9708.73)
2024: (x,y) = (-1544.23, 9639.95)
2025: (x,y) = (-1504.18, 9523.65)
2026: (x,y) = (-1624.03, 9495.98)
2027: (x,y) = (-1743.37, 9525.73)
2028: (x,y) = (-1659.49, 9615.69)
2029: (x,y) = (-1599.86, 9723.27)
2030: (x,y) = (-1629.61, 9842.61)
2031: (x,y) = (-1752.59, 9840.47)
2032: (x,y) = (-1839.57, 9927.44)
2033: (x,y) = (-1754.13, 9838.96)
2034: (x,y) = (-1635.32, 9807.13)
2035: (x,y) = (-1513.83, 9826.37)
2036: (x,y) = (-1457.99, 9716.78)
2037: (x,y) = (-1365.16, 9636.08)
2038: (x,y) = (-1486.29, 9614.72)
2039: (x,y) = (-1513.96, 9494.87)
2040: (x,y) = (-1482.13, 9376.07)
2041: (x,y) = (-1604.21, 9391.06)
2042: (x,y) = (-1694.17, 9307.17)
2043: (x,y) = (-1571.24, 9302.88)
2044: (x,y) = (-1665.46, 9381.94)
2045: (x,y) = (-1773.04, 9322.31)
2046: (x,y) = (-1828.88, 9212.72)
2047: (x,y) = (-1914.33, 9124.24)
2048: (x,y) = (-1799.5, 9080.16)
2049: (x,y) = (-1681.87, 9116.12)
2050: (x,y) = (-1741.5, 9223.7)
2051: (x,y) = (-1640.75, 9294.25)
2052: (x,y) = (-1638.6, 9417.23)
2053: (x,y) = (-1657.84, 9538.71)
2054: (x,y) = (-1776.65, 9570.55)
2055: (x,y) = (-1898.73, 9585.54)
2056: (x,y) = (-1866.9, 9704.35)
2057: (x,y) = (-1989.23, 9691.49)
2058: (x,y) = (-1882.7, 9752.99)
2059: (x,y) = (-1832.68, 9640.62)
2060: (x,y) = (-1913.37, 9733.45)
2061: (x,y) = (-1829.48, 9643.5)
2062: (x,y) = (-1708.35, 9664.86)
2063: (x,y) = (-1825.98, 9628.89)
2064: (x,y) = (-1938.35, 9578.87)
2065: (x,y) = (-1994.19, 9688.46)
2066: (x,y) = (-1923.64, 9789.21)
2067: (x,y) = (-1895.97, 9909.06)
2068: (x,y) = (-1904.55, 9786.36)
2069: (x,y) = (-2019.38, 9830.44)
2070: (x,y) = (-2063.46, 9715.61)
2071: (x,y) = (-1945.83, 9679.65)
2072: (x,y) = (-2019.85, 9777.88)
2073: (x,y) = (-2106.83, 9864.86)
2074: (x,y) = (-2229.66, 9871.29)
2075: (x,y) = (-2229.66, 9748.29)
2076: (x,y) = (-2275.74, 9862.34)
2077: (x,y) = (-2339.09, 9756.9)
2078: (x,y) = (-2221.46, 9792.87)
2079: (x,y) = (-2295.48, 9891.1)
2080: (x,y) = (-2312.6, 10012.9)
2081: (x,y) = (-2390.01, 9917.31)
2082: (x,y) = (-2499.6, 9861.47)
2083: (x,y) = (-2561.1, 9754.95)
2084: (x,y) = (-2588.77, 9874.8)
2085: (x,y) = (-2542.7, 9760.75)
2086: (x,y) = (-2663.01, 9735.18)
2087: (x,y) = (-2738.73, 9832.11)
2088: (x,y) = (-2622.43, 9792.06)
2089: (x,y) = (-2529.61, 9711.37)
2090: (x,y) = (-2650.35, 9687.9)
2091: (x,y) = (-2749.85, 9615.6)
2092: (x,y) = (-2777.52, 9495.75)
2093: (x,y) = (-2654.69, 9502.19)
2094: (x,y) = (-2612.62, 9617.77)
2095: (x,y) = (-2494.39, 9583.87)
2096: (x,y) = (-2524.15, 9464.52)
2097: (x,y) = (-2402.06, 9479.51)
2098: (x,y) = (-2406.35, 9356.59)
2099: (x,y) = (-2358.29, 9243.36)
2100: (x,y) = (-2475.27, 9205.36)
2101: (x,y) = (-2365.68, 9149.51)
2102: (x,y) = (-2242.7, 9147.37)
2103: (x,y) = (-2184.95, 9038.77)
2104: (x,y) = (-2142.89, 8923.18)
2105: (x,y) = (-2257.72, 8879.1)
2106: (x,y) = (-2279.08, 8757.97)
2107: (x,y) = (-2397.31, 8791.88)
2108: (x,y) = (-2295.34, 8860.66)
2109: (x,y) = (-2278.22, 8738.85)
2110: (x,y) = (-2401.2, 8736.71)
2111: (x,y) = (-2494.03, 8817.4)
2112: (x,y) = (-2373.29, 8840.87)
2113: (x,y) = (-2308.11, 8736.56)
2114: (x,y) = (-2422.15, 8690.49)
2115: (x,y) = (-2525.31, 8623.49)
2116: (x,y) = (-2563.32, 8506.51)
2117: (x,y) = (-2539.85, 8385.77)
2118: (x,y) = (-2595.69, 8276.18)
2119: (x,y) = (-2494.94, 8205.63)
2120: (x,y) = (-2534.98, 8089.33)
2121: (x,y) = (-2413.18, 8106.45)
2122: (x,y) = (-2508.77, 8183.86)
2123: (x,y) = (-2434.74, 8282.09)
2124: (x,y) = (-2316.51, 8248.19)
2125: (x,y) = (-2203.29, 8200.13)
2126: (x,y) = (-2325.37, 8185.14)
2127: (x,y) = (-2318.93, 8307.97)
2128: (x,y) = (-2223.34, 8230.56)
2129: (x,y) = (-2214.76, 8353.26)
2130: (x,y) = (-2262.82, 8240.04)
2131: (x,y) = (-2254.24, 8117.34)
2132: (x,y) = (-2243.52, 8239.87)
2133: (x,y) = (-2241.38, 8362.85)
2134: (x,y) = (-2356.21, 8318.77)
2135: (x,y) = (-2314.14, 8203.19)
2136: (x,y) = (-2337.61, 8323.93)
2137: (x,y) = (-2356.85, 8445.42)
2138: (x,y) = (-2479.38, 8456.14)
2139: (x,y) = (-2600.12, 8479.61)
2140: (x,y) = (-2708.72, 8421.86)
2141: (x,y) = (-2602.2, 8483.36)
2142: (x,y) = (-2544.46, 8591.96)
2143: (x,y) = (-2422.13, 8604.82)
2144: (x,y) = (-2349.83, 8704.33)
2145: (x,y) = (-2472.37, 8715.05)
2146: (x,y) = (-2548.09, 8811.98)
2147: (x,y) = (-2600.07, 8923.45)
2148: (x,y) = (-2478.59, 8904.21)
2149: (x,y) = (-2587.19, 8961.95)
2150: (x,y) = (-2476.64, 8908.03)
2151: (x,y) = (-2378.41, 8834.01)
2152: (x,y) = (-2268.81, 8778.17)
2153: (x,y) = (-2255.96, 8900.5)
2154: (x,y) = (-2375.8, 8928.17)
2155: (x,y) = (-2399.27, 8807.43)
2156: (x,y) = (-2276.29, 8805.28)
2157: (x,y) = (-2312.25, 8687.65)
2158: (x,y) = (-2409.18, 8611.93)
2159: (x,y) = (-2525.48, 8651.97)
2160: (x,y) = (-2431.25, 8572.91)
2161: (x,y) = (-2542.73, 8624.89)
2162: (x,y) = (-2540.58, 8747.87)
2163: (x,y) = (-2434.06, 8686.37)
2164: (x,y) = (-2367.07, 8583.22)
2165: (x,y) = (-2244.24, 8576.78)
2166: (x,y) = (-2271.91, 8696.63)
2167: (x,y) = (-2159.54, 8646.6)
2168: (x,y) = (-2268.15, 8588.85)
2169: (x,y) = (-2158.55, 8533.01)
2170: (x,y) = (-2143.56, 8655.1)
2171: (x,y) = (-2020.86, 8663.68)
2172: (x,y) = (-2027.3, 8540.84)
2173: (x,y) = (-2136.89, 8485)
2174: (x,y) = (-2029.31, 8544.63)
2175: (x,y) = (-1907.51, 8527.52)
2176: (x,y) = (-1875.68, 8646.33)
2177: (x,y) = (-1901.25, 8526.01)
2178: (x,y) = (-2009.85, 8583.76)
2179: (x,y) = (-1973.89, 8701.38)
2180: (x,y) = (-1982.47, 8578.68)
2181: (x,y) = (-2040.22, 8470.08)
2182: (x,y) = (-1957.91, 8561.49)
2183: (x,y) = (-2071.13, 8513.43)
2184: (x,y) = (-2111.18, 8397.13)
2185: (x,y) = (-1991.33, 8424.8)
2186: (x,y) = (-1879.86, 8372.82)
2187: (x,y) = (-1972.69, 8292.12)
2188: (x,y) = (-1918.77, 8181.57)
2189: (x,y) = (-1820.53, 8255.59)
2190: (x,y) = (-1733.56, 8168.62)
2191: (x,y) = (-1611.23, 8181.47)
2192: (x,y) = (-1503.66, 8241.11)
2193: (x,y) = (-1559.5, 8350.7)
2194: (x,y) = (-1456.34, 8417.69)
2195: (x,y) = (-1402.42, 8528.24)
2196: (x,y) = (-1525.4, 8526.1)
2197: (x,y) = (-1648.1, 8517.52)
2198: (x,y) = (-1543.79, 8452.34)
2199: (x,y) = (-1627.68, 8362.38)
2200: (x,y) = (-1518.08, 8418.22)
2201: (x,y) = (-1445.79, 8517.73)
2202: (x,y) = (-1378.8, 8414.57)
2203: (x,y) = (-1451.09, 8514.08)
2204: (x,y) = (-1556.52, 8450.73)
2205: (x,y) = (-1518.52, 8333.75)
2206: (x,y) = (-1415.36, 8400.74)
2207: (x,y) = (-1532.34, 8438.75)
2208: (x,y) = (-1568.3, 8556.38)
2209: (x,y) = (-1503.12, 8452.07)
2210: (x,y) = (-1616.34, 8404.01)
2211: (x,y) = (-1717.1, 8333.46)
2212: (x,y) = (-1785.88, 8231.49)
2213: (x,y) = (-1796.6, 8354.02)
2214: (x,y) = (-1682.56, 8307.94)
2215: (x,y) = (-1778.14, 8230.53)
2216: (x,y) = (-1814.11, 8112.91)
2217: (x,y) = (-1778.14, 8230.53)
2218: (x,y) = (-1795.26, 8352.34)
2219: (x,y) = (-1672.26, 8352.34)
2220: (x,y) = (-1791.61, 8322.58)
2221: (x,y) = (-1889.84, 8248.56)
2222: (x,y) = (-1993, 8181.57)
2223: (x,y) = (-1901.59, 8099.26)
2224: (x,y) = (-1979, 8194.85)
2225: (x,y) = (-1887.59, 8112.55)
2226: (x,y) = (-1820.6, 8215.71)
2227: (x,y) = (-1910.56, 8299.59)
2228: (x,y) = (-2023.78, 8347.65)
2229: (x,y) = (-1953.23, 8246.9)
2230: (x,y) = (-1845.65, 8306.53)
2231: (x,y) = (-1769.92, 8209.6)
2232: (x,y) = (-1787.04, 8087.8)
2233: (x,y) = (-1751.08, 7970.17)
2234: (x,y) = (-1872.88, 7987.29)
2235: (x,y) = (-1939.87, 7884.14)
2236: (x,y) = (-1954.86, 8006.22)
2237: (x,y) = (-1904.84, 8118.59)
2238: (x,y) = (-1817.86, 8031.61)
2239: (x,y) = (-1727.91, 8115.5)
2240: (x,y) = (-1698.15, 8234.84)
2241: (x,y) = (-1793.74, 8312.25)
2242: (x,y) = (-1681.37, 8262.22)
2243: (x,y) = (-1602.31, 8168)
2244: (x,y) = (-1723.79, 8148.76)
2245: (x,y) = (-1824.55, 8078.21)
2246: (x,y) = (-1736.07, 7992.76)
2247: (x,y) = (-1678.33, 8101.37)
2248: (x,y) = (-1646.49, 8220.18)
2249: (x,y) = (-1706.12, 8112.6)
2250: (x,y) = (-1797.53, 8194.9)
2251: (x,y) = (-1691.01, 8256.4)
2252: (x,y) = (-1731.05, 8372.7)
2253: (x,y) = (-1834.21, 8439.69)
2254: (x,y) = (-1739.99, 8360.63)
2255: (x,y) = (-1856.97, 8398.64)
2256: (x,y) = (-1890.87, 8516.87)
2257: (x,y) = (-1844.79, 8630.91)
2258: (x,y) = (-1844.79, 8507.91)
2259: (x,y) = (-1904.42, 8615.49)
2260: (x,y) = (-1781.44, 8617.64)
2261: (x,y) = (-1792.16, 8495.11)
2262: (x,y) = (-1781.44, 8617.64)
2263: (x,y) = (-1658.52, 8621.93)
2264: (x,y) = (-1555.36, 8688.92)
2265: (x,y) = (-1437.13, 8655.02)
2266: (x,y) = (-1509.42, 8555.51)
2267: (x,y) = (-1432.02, 8651.1)
2268: (x,y) = (-1309.19, 8657.54)
2269: (x,y) = (-1328.43, 8536.05)
2270: (x,y) = (-1209.08, 8506.29)
2271: (x,y) = (-1119.13, 8590.18)
2272: (x,y) = (-1129.85, 8712.71)
2273: (x,y) = (-1042.87, 8799.69)
2274: (x,y) = (-921.068, 8816.8)
2275: (x,y) = (-927.506, 8939.64)
2276: (x,y) = (-883.426, 9054.47)
2277: (x,y) = (-876.989, 8931.63)
2278: (x,y) = (-947.539, 9032.39)
2279: (x,y) = (-842.107, 8969.04)
2280: (x,y) = (-722.761, 8998.8)
2281: (x,y) = (-803.456, 8905.97)
2282: (x,y) = (-911.034, 8965.6)
2283: (x,y) = (-796.991, 9011.68)
2284: (x,y) = (-897.747, 9082.23)
2285: (x,y) = (-1018.88, 9103.58)
2286: (x,y) = (-1054.84, 8985.96)
2287: (x,y) = (-1153.07, 8911.94)
2288: (x,y) = (-1030.99, 8896.95)
2289: (x,y) = (-1106.71, 8800.02)
2290: (x,y) = (-1220.76, 8753.94)
2291: (x,y) = (-1180.71, 8637.65)
2292: (x,y) = (-1281.47, 8567.1)
2293: (x,y) = (-1311.23, 8447.75)
2294: (x,y) = (-1385.25, 8349.52)
2295: (x,y) = (-1284.49, 8278.97)
2296: (x,y) = (-1340.33, 8388.56)
2297: (x,y) = (-1244.75, 8311.15)
2298: (x,y) = (-1240.45, 8434.08)
2299: (x,y) = (-1136.14, 8368.9)
2300: (x,y) = (-1046.19, 8452.79)
2301: (x,y) = (-1078.02, 8571.59)
2302: (x,y) = (-1058.78, 8450.11)
2303: (x,y) = (-949.186, 8505.95)
2304: (x,y) = (-1033.07, 8595.91)
2305: (x,y) = (-910.988, 8610.9)
2306: (x,y) = (-996.431, 8522.42)
2307: (x,y) = (-880.849, 8564.49)
2308: (x,y) = (-949.63, 8462.51)
2309: (x,y) = (-1028.69, 8368.29)
2310: (x,y) = (-1140.17, 8316.31)
2311: (x,y) = (-1038.2, 8247.53)
2312: (x,y) = (-1106.98, 8145.56)
2313: (x,y) = (-1229.96, 8143.41)
2314: (x,y) = (-1111.15, 8111.57)
2315: (x,y) = (-988.169, 8113.72)
2316: (x,y) = (-946.1, 8229.3)
2317: (x,y) = (-1064.91, 8261.14)
2318: (x,y) = (-989.183, 8164.21)
2319: (x,y) = (-1045.02, 8054.62)
2320: (x,y) = (-1004.98, 8170.92)
2321: (x,y) = (-962.91, 8055.34)
2322: (x,y) = (-1066.07, 7988.34)
2323: (x,y) = (-1186.81, 7964.88)
2324: (x,y) = (-1197.53, 7842.34)
2325: (x,y) = (-1080.55, 7804.33)
2326: (x,y) = (-1203.25, 7812.91)
2327: (x,y) = (-1086.95, 7772.87)
2328: (x,y) = (-1018.17, 7874.84)
2329: (x,y) = (-952.988, 7979.15)
2330: (x,y) = (-1075.31, 7992.01)
2331: (x,y) = (-983.907, 8074.31)
2332: (x,y) = (-861.824, 8089.3)
2333: (x,y) = (-919.569, 8197.9)
2334: (x,y) = (-1042.49, 8202.2)
2335: (x,y) = (-921.363, 8223.56)
2336: (x,y) = (-805.781, 8265.62)
2337: (x,y) = (-807.927, 8388.6)
2338: (x,y) = (-690.302, 8352.64)
2339: (x,y) = (-811.787, 8371.88)
2340: (x,y) = (-692.441, 8342.13)
2341: (x,y) = (-658.538, 8223.89)
2342: (x,y) = (-769.089, 8169.97)
2343: (x,y) = (-790.448, 8048.84)
2344: (x,y) = (-693.523, 8124.57)
2345: (x,y) = (-599.299, 8045.51)
2346: (x,y) = (-534.119, 7941.2)
2347: (x,y) = (-414.272, 7968.86)
2348: (x,y) = (-338.545, 8065.79)
2349: (x,y) = (-390.527, 7954.31)
2350: (x,y) = (-270.215, 7928.74)
2351: (x,y) = (-393.047, 7935.18)
2352: (x,y) = (-359.143, 8053.41)
2353: (x,y) = (-481.469, 8040.56)
2354: (x,y) = (-409.172, 8140.07)
2355: (x,y) = (-407.025, 8263.05)
2356: (x,y) = (-287.178, 8290.72)
2357: (x,y) = (-378.585, 8373.02)
2358: (x,y) = (-402.054, 8252.28)
2359: (x,y) = (-315.08, 8165.3)
2360: (x,y) = (-200.25, 8121.23)
2361: (x,y) = (-317.229, 8159.23)
2362: (x,y) = (-215.258, 8090.45)
2363: (x,y) = (-155.626, 7982.88)
2364: (x,y) = (-136.385, 8104.36)
2365: (x,y) = (-35.6291, 8174.91)
2366: (x,y) = (-1.72574, 8293.15)
2367: (x,y) = (-110.328, 8235.4)
2368: (x,y) = (-216.849, 8296.9)
2369: (x,y) = (-195.491, 8418.03)
2370: (x,y) = (-318.023, 8428.75)
2371: (x,y) = (-324.46, 8305.92)
2372: (x,y) = (-335.18, 8428.45)
2373: (x,y) = (-455.92, 8451.92)
2374: (x,y) = (-479.39, 8572.66)
2375: (x,y) = (-582.546, 8639.65)
2376: (x,y) = (-462.234, 8665.23)
2377: (x,y) = (-537.96, 8568.3)
2378: (x,y) = (-601.31, 8673.73)
2379: (x,y) = (-590.59, 8796.26)
2380: (x,y) = (-546.511, 8681.43)
2381: (x,y) = (-563.629, 8803.24)
2382: (x,y) = (-674.181, 8749.32)
2383: (x,y) = (-724.209, 8861.68)
2384: (x,y) = (-615.607, 8803.94)
2385: (x,y) = (-613.46, 8680.96)
2386: (x,y) = (-496.48, 8642.95)
2387: (x,y) = (-572.207, 8546.02)
2388: (x,y) = (-544.538, 8665.87)
2389: (x,y) = (-625.233, 8573.04)
2390: (x,y) = (-558.242, 8676.2)
2391: (x,y) = (-435.916, 8689.05)
2392: (x,y) = (-513.322, 8593.47)
2393: (x,y) = (-521.902, 8470.77)
2394: (x,y) = (-627.334, 8534.12)
2395: (x,y) = (-516.782, 8588.03)
2396: (x,y) = (-578.282, 8694.56)
2397: (x,y) = (-700.814, 8683.84)
2398: (x,y) = (-648.832, 8572.36)
2399: (x,y) = (-698.861, 8459.99)
2400: (x,y) = (-664.957, 8578.23)
2401: (x,y) = (-764.467, 8505.93)
2402: (x,y) = (-683.771, 8598.76)
2403: (x,y) = (-561.239, 8588.04)
2404: (x,y) = (-515.163, 8474)
2405: (x,y) = (-546.997, 8355.19)
2406: (x,y) = (-665.806, 8387.02)
2407: (x,y) = (-787.609, 8404.14)
2408: (x,y) = (-850.959, 8298.71)
2409: (x,y) = (-791.327, 8191.13)
2410: (x,y) = (-668.327, 8191.13)
2411: (x,y) = (-759.734, 8108.83)
2412: (x,y) = (-684.008, 8011.9)
2413: (x,y) = (-563.268, 8035.37)
2414: (x,y) = (-443.921, 8005.62)
2415: (x,y) = (-341.95, 7936.84)
2416: (x,y) = (-253.471, 7851.39)
2417: (x,y) = (-225.802, 7731.54)
2418: (x,y) = (-105.954, 7759.21)
2419: (x,y) = (-174.735, 7861.19)
2420: (x,y) = (-62.3691, 7911.21)
2421: (x,y) = (31.8544, 7990.28)
2422: (x,y) = (-91.1456, 7990.28)
2423: (x,y) = (22.898, 8036.35)
2424: (x,y) = (-2.67514, 7916.04)
2425: (x,y) = (47.3535, 8028.41)
2426: (x,y) = (38.7734, 8151.11)
2427: (x,y) = (132.997, 8072.04)
2428: (x,y) = (253.309, 8097.62)
2429: (x,y) = (221.474, 8216.43)
2430: (x,y) = (322.23, 8286.98)
2431: (x,y) = (396.253, 8188.74)
2432: (x,y) = (332.904, 8083.31)
2433: (x,y) = (352.145, 8204.8)
2434: (x,y) = (466.189, 8250.88)
2435: (x,y) = (385.493, 8343.7)
2436: (x,y) = (506.979, 8324.46)
2437: (x,y) = (528.338, 8445.59)
2438: (x,y) = (457.788, 8344.84)
2439: (x,y) = (559.759, 8276.06)
2440: (x,y) = (607.819, 8162.84)
2441: (x,y) = (565.751, 8047.25)
2442: (x,y) = (561.458, 7924.33)
2443: (x,y) = (611.487, 8036.69)
2444: (x,y) = (732.227, 8013.23)
2445: (x,y) = (615.247, 8051.23)
2446: (x,y) = (555.615, 8158.81)
2447: (x,y) = (436.269, 8188.57)
2448: (x,y) = (501.449, 8292.88)
2449: (x,y) = (617.031, 8334.95)
2450: (x,y) = (625.611, 8212.25)
2451: (x,y) = (748.143, 8201.53)
2452: (x,y) = (628.797, 8231.28)
2453: (x,y) = (682.717, 8120.73)
2454: (x,y) = (701.958, 8242.22)
2455: (x,y) = (680.599, 8363.35)
2456: (x,y) = (608.302, 8462.86)
2457: (x,y) = (658.33, 8575.22)
2458: (x,y) = (777.139, 8607.06)
2459: (x,y) = (772.847, 8729.98)
2460: (x,y) = (871.079, 8804.01)
2461: (x,y) = (875.371, 8681.08)
2462: (x,y) = (791.486, 8591.13)
2463: (x,y) = (910.295, 8622.96)
2464: (x,y) = (912.441, 8499.98)
2465: (x,y) = (1000.92, 8585.42)
2466: (x,y) = (1048.98, 8472.2)
2467: (x,y) = (1169.29, 8446.63)
2468: (x,y) = (1236.28, 8549.78)
2469: (x,y) = (1124.81, 8601.77)
2470: (x,y) = (1059.63, 8706.07)
2471: (x,y) = (1152.46, 8786.77)
2472: (x,y) = (1256.77, 8721.59)
2473: (x,y) = (1271.76, 8599.51)
2474: (x,y) = (1333.26, 8492.99)
2475: (x,y) = (1437.57, 8427.81)
2476: (x,y) = (1556.37, 8459.64)
2477: (x,y) = (1604.43, 8346.42)
2478: (x,y) = (1552.45, 8234.94)
2479: (x,y) = (1522.7, 8115.6)
2480: (x,y) = (1403.89, 8147.43)
2481: (x,y) = (1401.74, 8270.41)
2482: (x,y) = (1479.15, 8174.82)
2483: (x,y) = (1549.7, 8275.58)
2484: (x,y) = (1462.72, 8362.55)
2485: (x,y) = (1374.24, 8277.11)
2486: (x,y) = (1365.66, 8154.41)
2487: (x,y) = (1337.99, 8274.26)
2488: (x,y) = (1357.24, 8395.74)
2489: (x,y) = (1307.21, 8508.11)
2490: (x,y) = (1245.71, 8401.59)
2491: (x,y) = (1318.01, 8501.1)
2492: (x,y) = (1201.03, 8539.11)
2493: (x,y) = (1318.65, 8575.07)
2494: (x,y) = (1390.95, 8475.56)
2495: (x,y) = (1335.11, 8365.96)
2496: (x,y) = (1430.7, 8288.56)
2497: (x,y) = (1343.72, 8201.58)
2498: (x,y) = (1299.64, 8316.41)
2499: (x,y) = (1389.6, 8232.53)
2500: (x,y) = (1497.18, 8172.9)
2501: (x,y) = (1374.35, 8179.33)
2502: (x,y) = (1395.71, 8058.2)
2503: (x,y) = (1515.05, 8087.96)
2504: (x,y) = (1632.68, 8052)
2505: (x,y) = (1643.4, 7929.47)
2506: (x,y) = (1725.7, 7838.06)
2507: (x,y) = (1712.84, 7715.73)
2508: (x,y) = (1832.69, 7688.06)
2509: (x,y) = (1947.52, 7732.14)
2510: (x,y) = (2057.12, 7676.3)
2511: (x,y) = (2059.26, 7553.32)
2512: (x,y) = (2178.07, 7585.16)
2513: (x,y) = (2182.36, 7708.08)
2514: (x,y) = (2095.39, 7795.06)
2515: (x,y) = (2008.41, 7882.03)
2516: (x,y) = (2115.99, 7822.4)
2517: (x,y) = (2238.97, 7820.25)
2518: (x,y) = (2279.02, 7936.55)
2519: (x,y) = (2268.3, 8059.08)
2520: (x,y) = (2201.31, 7955.93)
2521: (x,y) = (2085.01, 7995.97)
2522: (x,y) = (1983.04, 8064.75)
2523: (x,y) = (1863.19, 8092.42)
2524: (x,y) = (1983.04, 8120.09)
2525: (x,y) = (2105.57, 8109.37)
2526: (x,y) = (2219.61, 8155.45)
2527: (x,y) = (2138.92, 8062.62)
2528: (x,y) = (2166.59, 8182.46)
2529: (x,y) = (2187.95, 8303.59)
2530: (x,y) = (2215.62, 8183.75)
2531: (x,y) = (2301.06, 8272.23)
2532: (x,y) = (2375.08, 8173.99)
2533: (x,y) = (2325.05, 8286.36)
2534: (x,y) = (2432.63, 8345.99)
2535: (x,y) = (2552.94, 8371.56)
2536: (x,y) = (2438.11, 8327.49)
